Release: EDGARv4.3.2_FT2016 of September 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timeseries 1970-2016 of CO2 emissions by country and sector (Transport, Other industrial combustion, Buildings, Non-combustion, Power Industry) in kton CO2 / year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reference: European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGARv4.3.2_FT2016  (1970 - 2016), http://edgar.jrc.ec.europa.eu/overview.php?v=booklet2017&dst=CO2emi, 2017.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Janssens-Maenhout, G., Crippa, M., Guizzardi, D., Muntean, M., Schaaf, E., Olivier, J.G.J., Peters, J.A.H.W., Schure, K.M., Fossil CO2 and GHG emissions of all world countries, EUR 28766 EN,Publications Office of the European Union, Luxembourg, 2017, ISBN 978-92-79-73207-2, doi:10.2760/709792, JRC107877.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_CODE,ISO_NAME,sector,substance,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
EGY,Egypt,Non-combustion,CO2,4794.182,4552.024,4333.203,4212.561,5323.623,5508.384,6162.868,5274.138,4935.817,4673.051,4406.113,4476.022,4830.053,5211.785,6043.233,6649.547,8544.333,9783.091,10717.3,12272.75,13259.47,15446.42,15301.25,14404.91,15649.86,16532.76,19339.76,19227.19,19458.31,21260.38,22117.43,23448.97,25026.53,24391.16,25808.53,27686.08,29016.94,28604,28890.2,30379.35,33219.02,32755.55,40022.1,36657.92,35591.55,35245.21,36670.87
EGY,Egypt,Buildings,CO2,4304.39,4304.39,5037.83,4665.23,5081.11,5150.58,5914.38,6091.2,6397.48,7253.59,7811.09,9344.48,10455.5,11713.5,12802.9,12406.8,12545.7,9506.33,9361.19,9715.95,9489.14,9029.53,8868.23,7915.92,9106.26,9741.04,9983.89,11299.7,11502.9,10657.6,10999.1,11235.9,11643.5,11558.9,14261.8,17345.7,17901.9,19560,20487.4,22114.9,25498.5,22333.2,22333.2,20638.95,20443.1,20753.11,21759.93
SLV,El Salvador,Transport,CO2,566.8344,566.8344,636.2474,670.9684,690.8304,760.444,868.208,947.413,1067.722,1083.985,855.57,805.603,837.273,846.283,878.022,957.579,944.897,1052.52,1131.73,1185.71,1266.17,1380.93,1598.18,1746.62,1859.92,2116.89,2096.58,2133.86,2290.76,2606.41,2525.19,2540.72,2465.67,2683.96,2837.11,3057.28,2942.72,3151.04,2954.37,3056.71,3012.84,3111.87,3127.81,2977.135,3055.07,3055.07,3055.07
SLV,El Salvador,Power Industry,CO2,177.323,177.323,329.892,352.151,358.343,517.186,389.548,327.318,140.107,9.3783,25.1001,66.0285,84.5916,65.6835,65.9382,116.5,75.929,303.547,238.488,172.102,150.098,617.599,613.98,804.096,1162.42,1308.36,866.607,1352.41,1404.83,1042.33,1106.57,1360.08,1474.19,1499.85,1422.24,1474.4,1774.86,1855.49,1627.87,1599.66,1331.85,1428.37,1428.37,1359.561,1395.152,1395.152,1395.152
SLV,El Salvador,Other industrial combustion,CO2,410.896,410.896,388.125,510.143,512.753,525.03,556.078,595.896,654.204,678.313,568.046,499.974,437.455,427.762,448.888,423.189,441.946,491.892,572.091,522.3,523.665,598.921,758.207,765.3,824.037,836.998,741.888,962.162,1051.4,1085.07,1104.9,1154.65,1192.79,1211,1164.59,1218.03,1201.48,1415.11,1035.43,956.956,926.028,958.021,1016.78,967.7989,993.134,993.134,993.134
SLV,El Salvador,Non-combustion,CO2,214.7598,275.8191,296.6222,315.791,342.4862,363.5674,368.6835,373.9613,526.0542,446.6504,408.8445,505.1175,387.7418,443.8785,374.4421,418.6458,429.4867,451.8787,335.8863,380.9648,470.1061,518.2231,534.0934,460.8578,571.8079,524.802,547.4691,681.6619,619.8385,596.1019,575.6951,635.7471,645.4677,615.0811,642.6552,584.6591,719.8948,719.307,743.8923,743.8402,817.7668,894.8019,998.9959,1110.63,924.4938,894.9894,925.9964
SLV,El Salvador,Buildings,CO2,149.497,149.497,168.27,152.269,126.965,120.633,132.559,144.683,162.878,165.438,147.185,128.672,125.31,150.039,125.049,143.563,158.86,152.132,145.737,157.663,166.646,175.737,203.124,236.892,247.8,311.136,278.444,424.958,461.007,432.266,438.168,456.287,402.17,516.438,507.478,500.115,598.417,498.692,522.607,549.96,573.47,495.947,495.947,472.0559,484.4133,484.4133,484.4133
GNQ,Equatorial Guinea,Non-combustion,CO2,0.207324,0.201423,0.191941,0.180481,0.169349,0.160305,0.153624,0.149079,0.147336,0.149052,0.15453,0.164329,0.178004,0.193631,0.208549,0.220862,0.22981,0.235932,0.240158,0.244013,0.248607,0.259385,0.351658,0.459349,991.9047,1052.977,1131.392,1543.172,1884.635,2043.869,2097.666,2866.851,2298.179,2566.79,2868.036,2908.765,2858.255,2930.129,2744.059,2441.305,2525.575,2664.669,2201.84,2205.757,2181.184,2022.967,2022.94
GNQ,Equatorial Guinea,Transport,CO2,8.35102,8.21773,8.7036,11.06423,11.20604,12.46461,14.39341,16.14382,16.50612,17.87829,9.59984,10.62743,10.39542,10.598,11.91041,12.06535,13.76794,17.47792,16.65507,24.0099,23.3283,26.0429,26.09391,27.5847,26.50157,27.7443,27.8475,32.556,36.0861,39.839,48.4834,43.1049,41.5037,42.8778,45.63,44.9565,46.7605,51.2642,54.33,51.8836,57.9535,60.4067,62.2978,62.2978,62.2978,62.2978,62.2978
GNQ,Equatorial Guinea,Power Industry,CO2,0.980082,0.9758,1.16405,1.10411,0.906619,1.11818,4.68715,5.59169,5.59978,6.00195,8.33594,11.1573,13.6547,14.4026,15.516,17.9266,20.7242,21.1803,17.9392,18.6735,17.4499,19.4739,16.7101,15.4714,13.8544,14.8571,16.7029,18.0843,18.9534,19.3354,41.9188,34.9306,35.0577,36.4345,37.62,41.3339,40.6197,44.029,45.1835,46.5777,49.3275,51.693,51.693,51.693,51.693,51.693,51.693
GNQ,Equatorial Guinea,Buildings,CO2,16.81,16.8365,16.8073,17.8411,18.5333,19.1228,14.2018,14.0773,13.719,17.627,17.9307,15.1533,19.0957,17.8114,15.7725,16.5335,14.182,17.3827,16.1404,17.7248,9.85569,12.9658,12.1705,12.9478,12.7151,12.0711,11.2888,13.5615,12.4387,12.9837,12.499,11.334,10.5498,12.6343,12.3714,11.2933,9.51615,9.55465,10.409,8.26942,9.35242,9.79754,9.79754,9.79754,9.79754,9.79754,9.79754
GNQ,Equatorial Guinea,Other industrial combustion,CO2,3.21079,3.21079,3.15115,2.78573,2.99788,2.71513,4.6662,3.88817,5.25424,8.46923,11.7681,10.1349,7.22491,8.85782,7.61659,10.5174,14.2168,26.7535,13.4591,16.6962,18.6121,20.4829,16.865,18.1306,9.81068,12.5804,12.626,15.117,9.72716,8.35959,7.32948,8.15815,7.33041,7.83383,6.43472,5.76588,6.38232,8.28417,8.56466,8.92682,8.86606,9.21071,9.64313,9.64313,9.64313,9.64313,9.64313
ERI,Eritrea,Power Industry,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.465,309.287,302.046,296.032,310.786,293.116,241.31,292.57,282.938,288.685,262.178,268,286.744,283.736,261.463,274.015,232.564,248.376,267.298,289.226,289.226,289.226,294.4847,296.4297,308.2286
ERI,Eritrea,Transport,CO2,18.6417,18.6417,17.0484,19.0933,21.3664,15.9119,17.0484,17.5052,18.8649,23.8679,18.1851,18.4134,18.6417,19.3217,18.8649,21.8231,23.6396,17.9567,18.1851,18.1851,20.0015,20.2299,114.898,210.739,287.519,329.1,383.57,360.976,229.38,210.115,203.878,248.505,267.633,274.218,249.129,179.137,137.418,121.412,111.779,114.898,140.331,153.083,165.834,165.834,168.8492,169.9644,176.7296
ERI,Eritrea,Buildings,CO2,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,6.192,31.357,50.3484,53.2324,78.2806,90.8729,84.6039,84.6711,81.561,90.7959,93.8968,87.4393,84.2757,87.2414,84.1409,78.1464,75.1709,62.4581,59.0966,53.1652,53.1652,53.1652,53.1652,54.13184,54.48938,56.65824
ERI,Eritrea,Non-combustion,CO2,20.01842,18.18434,17.61174,16.64132,15.25322,15.2235,16.53938,17.09953,17.76912,18.15399,18.16014,18.13829,18.0686,18.38676,18.71899,18.78849,19.38177,20.04432,21.17313,21.62978,21.60192,21.87996,22.53638,23.38736,25.8946,28.16532,34.0228,40.13719,43.14631,47.62048,51.56071,56.39947,59.77439,28.44697,27.32406,27.10391,26.36302,24.81116,24.88062,23.50028,24.39276,74.48834,99.11197,99.00034,109.875,112.7868,122.5485
ERI,Eritrea,Other industrial combustion,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2509,60.3999,69.4341,72.8613,66.1737,60.9177,37.3971,43.7535,37.3971,43.7535,40.6575,40.6575,37.3971,31.2051,24.9357,21.8397,18.7437,24.9357,18.7437,18.7437,18.7437,18.7437,19.08449,19.21055,19.97519
EST,Estonia,Power Industry,CO2,28228.6,28228.6,29212.4,29616.2,29404.5,31042.8,29928.6,31122.1,30347,31037.2,29892.5,30520.5,30291.7,29729.9,28911.5,29089.9,30179,29954.4,30611.3,29537.9,25274.7,23228,18525.3,13580.8,13278.6,11494.6,12073.1,12059.4,11602.6,11153.2,10734,10523,10339.1,12073.6,12079.8,12117.6,10868.5,14046.5,12778.8,10637.6,14242.5,14753.6,14753.6,16925.36,15713.84,16409.77,16548.66
EST,Estonia,Other industrial combustion,CO2,4797.21,4797.21,5100.13,5385.36,5649.66,5897.33,6128.73,6365.55,6953.82,7153.18,7378.58,7081.74,6724.17,6367.04,6035.31,5764.5,5545.91,5684.41,5744.43,5630.69,4685.73,3392.64,1976.63,1822.06,1581.06,1834.49,1852.24,1478.92,1356.88,987.686,1000.96,1195.51,926.528,1101.98,1128.76,1204.9,1108.92,1519.61,1344.09,886.92,830.44,1090.41,1069.63,1227.082,1139.247,1189.702,1199.771
EST,Estonia,Transport,CO2,2419.582,2419.581,2488.705,2550.616,2622.098,2716.6,2722.5,2693.3,2661.85,2641.4,2660.93,2656.13,2631.43,2538.62,2495.94,2454.43,2499.69,2508.34,2488.91,2531.45,2357.577,2157.259,1074.092,1160.07,1387.229,1388.962,1518.286,1565.99,1653.61,1652.659,1646.153,1962.278,2078.896,1998.14,2037.218,2137.613,2302.956,2430.72,2358.346,2127.726,2249.506,2235.91,2278.1,2613.441,2426.37,2533.829,2555.274
EST,Estonia,Buildings,CO2,3537.56,3537.56,3672.08,3795.6,3922.64,4044.31,4117.91,4196,3375.28,3432.97,3549.69,3487.1,3433.19,3409.87,3435.27,3463.44,3450.59,3448.71,3489.55,3481.65,2843.47,2503.37,1245.96,960.647,877.787,713.899,864.684,804.561,735.487,559.585,595.49,767.107,713.095,776.345,759.461,741.261,648.225,610.52,618.966,570.521,579.18,669.657,669.657,768.2318,713.2417,744.8295,751.1335
EST,Estonia,Non-combustion,CO2,943.4916,977.4828,1005.863,1036.269,1068.22,1104.112,1139.254,1173.683,1603.535,1622.735,1644.025,1650.918,1819.178,1856.75,1872.292,1862.767,1928.403,1960.957,1979.374,1900.775,1809.119,1831.189,1217.483,758.3992,1479.863,1476.169,1455.653,1510.098,1436.916,1181.036,1308.36,1394.083,1118.441,1181.828,1520.565,1572.573,1226.603,2029.427,1990.441,1270.049,658.8521,1493.433,1435.006,1610.263,1394.472,1300.7,1347.575
ETH,Ethiopia,Transport,CO2,546.3678,546.3678,518.2358,574.9888,602.8488,525.1648,547.0608,579.0098,655.3068,704.3718,636.3868,668.4058,636.2518,645.5378,607.2158,647.6178,759.0498,867.693,902.897,931.795,927.706,934.085,732.701,878.575,970.187,1084.32,1202.34,1257.09,1375.38,1413.77,1557.22,1941.69,2037.25,2124.57,2280.29,2108.63,2250.13,2442.86,2525.6,2639.87,2698.63,2852.42,3101.34,3626.051,3890.539,3900.837,4011.369
ETH,Ethiopia,Other industrial combustion,CO2,375.586,375.586,287.843,351.067,371.381,327.552,315.257,301.72,303.675,308.937,359.037,474.463,329.757,338.714,317.269,342.523,453.858,441.17,521.166,594.806,684.294,672.234,281.512,412.979,534.955,585.53,627.235,669.094,720.84,711.983,794.195,959.218,1006.7,945.704,1113.11,1148.92,1228.55,1330.47,1287.6,1198.23,1277.08,1387.82,1508.39,1763.592,1892.231,1897.239,1950.998
ETH,Ethiopia,Buildings,CO2,85.7133,85.7133,92.0178,104.448,101.356,85.7133,101.414,111.047,133.312,117.026,163.596,141.91,175.865,250.968,197.799,169.738,268.933,391.273,343.827,343.827,394.491,399.804,348.233,458.709,515.727,595.086,699.455,759.609,756.796,741.45,798.749,1070.9,1109,1446.36,1337.42,1150.99,1230.51,1357.44,1392.43,1388.39,1353.96,1446.13,1446.13,1690.798,1814.127,1818.929,1870.469
ETH,Ethiopia,Non-combustion,CO2,123.2287,131.4323,127.4865,141.0943,124.8075,115.4152,94.8815,139.47,94.31349,96.35542,112.5195,120.5228,122.1309,108.0208,125.1873,148.927,176.0086,223.8133,245.5964,252.1058,215.9813,196.4157,188.1353,247.856,297.4404,365.1375,427.9109,432.243,448.4766,401.6821,500.5941,539.7226,519.2913,558.3935,710.3021,833.5911,894.1604,834.0074,920.4827,855.3983,878.3565,1075.242,1635.88,2239.018,2386.51,2369.277,2556.181
ETH,Ethiopia,Power Industry,CO2,300.443,300.443,309.809,268.268,246.263,239.817,221.224,174.31,161.672,189.868,192.696,205.158,211.173,217.455,223.634,226.372,155.044,161.582,161.582,161.582,164.587,207.999,57.798,67.3569,60.9102,64.1706,60.9843,41.7183,41.7183,16.0797,19.266,19.266,16.0797,12.8193,16.0797,9.633,9.633,157.24,452.38,490.913,35.2716,38.532,38.532,45.05117,48.33725,48.46519,49.83847
EU28,EU28,Power Industry,CO2,1103435,1160451,1203640,1288535,1300717,1260403,1393964,1385127,1444362,1512902,1522239,1481022,1472740,1462146,1449167,1461358,1477042,1492108,1481821,1531827,1526143,1517857,1487958,1396594,1382428,1410316,1442693,1386705,1390351,1368498,1394221,1423900,1440423,1492767,1505945,1488734,1510891,1530263,1456925,1324357,1359345,1340910,1364548,1331966,1262500,1273066,1271139
EU28,EU28,Other industrial combustion,CO2,1286264,1227128,1224903,1278976,1270219,1197460,1236734,1240364,1227468,1268979,1198318,1122602,1064533,1049723,1049174,1039268,1012928,1016035,1027946,1024037,920367.7,856876.8,793838.3,783578.8,811782.8,825395.2,823602.2,823590.8,804711.5,762929.2,776655.4,769803,754354.9,762376.6,748678.4,730419.5,708022.3,711658.2,688921.7,584885.7,617272.2,601803.4,583070.9,570478.3,537997.2,544980,545622.8
EU28,EU28,Buildings,CO2,952846,943123.2,981341.7,1026214,955367.1,960019,999284.3,987007.1,1026055,1067123,1003904,955918.2,924734.2,899933.5,909160.4,963077.1,981394.7,985793.8,929759.7,846225.8,811473,852496.6,790577.2,797891.3,756143.7,763029.7,824968.5,773959.4,763463.4,742841.6,718003.3,755808.2,721507.6,742803,742140.4,743624.4,732757.8,652243.8,699918.5,671835.3,716056,621318.5,621318.5,610085.7,573429.6,580058.8,581580.9
EU28,EU28,Transport,CO2,437614.9,457183.1,480453.9,510599.2,497849.4,514650.2,539596,556574.1,584702.6,602578.5,601716.2,589600.9,592417,599951.2,615890.7,621531.6,650999.4,675461.7,714822,744731.3,757691.9,765377.9,784698.4,790604.5,796418.5,804186,831595.6,843885.9,872324.5,894394.5,892379,905388.9,914361.8,928111.9,950423.1,952023.5,963825.5,973505.9,951971.4,921586,913613.9,902071.3,871814,850513.1,800970.1,811286.3,810954.4
EU28,EU28,Non-combustion,CO2,391406.7,385099.9,403499.4,406013.1,385830.6,371374.8,385181.9,381704.4,388063.6,400148.3,385012.4,367504.2,347844.1,354967.5,356666.4,338945.6,327774.8,326711.1,335621.4,341760.2,319298.7,294254.7,268937,260493.4,268674.3,278785.6,271519.1,270368.3,267912.4,265048.9,272410.4,264598.9,261375.7,262161,268195.3,264095.7,275361.2,282018.2,268236.6,223128.1,238650.9,230349.5,213219.2,209171.8,214103.6,215387.2,222358.3
FLK,Falkland Islands (the) [Malvinas],Power Industry,CO2,1.3827,1.3827,1.35662,1.98063,2.9046,2.12331,3.36288,3.63377,3.85122,3.69697,4.39592,3.60452,3.53695,4.13965,3.75057,4.42438,5.2244,5.45561,12.9104,10.6684,9.58426,9.9156,10.5569,9.53921,10.9779,12.5949,14.9545,16.7379,15.821,13.7912,17.4394,18.4916,20.0549,19.7706,23.8619,23.8436,23.9808,26.2556,27.8882,27.9338,28.3465,32.6818,32.6818,35.9518,36.4968,37.9642,38.5395
FLK,Falkland Islands (the) [Malvinas],Buildings,CO2,4.93002,4.94409,8.50529,7.83626,5.70601,9.83171,5.63001,6.77954,4.87265,4.35114,3.87431,7.88517,7.13799,7.98299,9.13751,8.44712,9.20316,9.81413,14.8247,15.8196,13.3127,11.8237,10.4316,7.846,7.91751,9.83502,10.9846,6.05938,2.11513,3.23279,2.04283,1.5798,1.8702,1.56161,1.43471,1.20035,1.27507,1.05101,0.868045,0.97316,1.34579,0.980144,0.980144,1.078213,1.094558,1.138566,1.155819
FLK,Falkland Islands (the) [Malvinas],Transport,CO2,0.184583,0.181293,0.180707,0.200418,0.224736,0.3256,0.340719,0.353186,0.358766,0.302249,0.724654,0.765739,0.830329,0.811431,0.809035,1.09601,0.954102,1.218594,1.76908,1.622462,1.579973,1.665009,1.749241,2.25463,2.29635,2.51478,2.72548,3.0683,3.54006,3.96373,4.57374,4.43388,4.70771,4.53545,4.80317,5.07621,5.14378,5.18196,5.20431,5.34847,6.66352,6.74311,6.7859,7.464867,7.578028,7.882713,8.002166
FLK,Falkland Islands (the) [Malvinas],Other industrial combustion,CO2,0.031796,0.031796,0.035931,0.029866,0.034006,0.038854,0.042345,0.042368,0.046637,0.052977,0.064016,0.070546,0.052241,0.065003,0.064944,0.083283,0.113152,0.347052,0.369165,0.377118,0.319625,0.311923,0.27955,0.852267,0.861027,0.566215,0.62198,0.534,0.831419,0.884083,0.929826,0.884398,0.878748,0.772706,0.978532,0.743226,0.724908,0.754694,0.738896,0.711242,0.694057,0.694057,0.703598,0.773997,0.78573,0.817321,0.829707
FLK,Falkland Islands (the) [Malvinas],Non-combustion,CO2,0.024762,0.024588,0.024398,0.024214,0.024064,0.023903,0.024315,0.023582,0.023549,0.023442,0.023314,0.023243,0.023244,0.023387,0.023714,0.023902,0.023897,0.024221,0.025259,0.025549,0.025948,0.02703,0.028242,0.029474,0.030734,0.032416,0.034383,0.035976,0.03694,0.038311,0.039935,0.040571,0.041079,0.129281,0.11295,0.114402,0.042095,0.112127,0.105633,0.079161,0.043358,0.080202,0.040014,0.040106,0.040198,0.040291,0.040383
FRO,Faroe Islands (the),Non-combustion,CO2,0.91333,0.93284,0.955614,0.998439,1.02673,1.04011,1.07012,1.09696,1.12725,1.16512,1.19545,1.22983,1.2485,1.26796,1.30006,1.33033,1.35954,1.38648,1.42171,1.45399,1.48837,1.50127,1.50736,1.51009,1.5148,1.52569,1.54461,1.55821,1.58661,1.61311,1.6608,1.69452,1.72583,1.75502,1.79048,1.82667,1.83609,1.84763,1.85918,1.87091,1.88265,1.89439,1.90613,1.91787,1.92961,1.94135,1.95309
FJI,Fiji,Transport,CO2,44.5751,44.5088,48.3115,46.9717,51.1502,88.7261,71.1851,84.26,86.7821,92.7943,178.5843,272.8201,182.5195,224.0795,213.3588,222.1297,165.8325,205.217,208.4586,194.4364,194.112,184.7316,191.3931,222.1458,258.1456,296.0907,339.8848,192.7805,211.7968,186.2286,213.2674,227.7319,206.4423,247.0078,311.445,324.8097,338.8339,301.645,351.1904,408.729,398.697,424.881,435.813,475.4759,504.2346,539.3605,578.1578
FJI,Fiji,Other industrial combustion,CO2,25.6967,25.6967,23.9345,11.9175,15.3328,12.0682,10.3225,54.2975,411.72,374.416,111.058,154.536,123.144,102.749,88.2711,67.471,71.7756,73.2594,61.3729,73.3632,79.6783,75.8728,65.0372,62.4288,80.5795,103.793,111.136,91.0261,95.3307,134.971,174.969,163.727,216.33,236.561,237.588,242.4,262.961,261.444,293.1,270.961,397.438,439.492,473.192,516.2568,547.482,585.6206,627.7455
FJI,Fiji,Power Industry,CO2,18.5576,18.5576,28.1096,31.8276,41.4443,35.1842,85.4604,233.98,118.797,140.233,191.968,160.621,177.077,163.276,101.733,87.3296,102.289,113.355,112.249,117.612,121.486,108.782,94.4211,101.04,62.2271,71.475,78.6011,73.2927,82.2256,75.9822,81.1863,100.862,151.175,219.524,226.272,234.787,255.451,271.322,266.841,273.941,274.991,294.195,294.195,320.9694,340.3829,364.0946,390.2847
FJI,Fiji,Buildings,CO2,116.031,109.275,72.1797,107.865,120.414,95.1011,77.1042,28.5657,69.625,56.912,116.671,83.3958,93.5082,108.331,76.8324,92.9085,90.9591,73.3569,83.4802,119.02,141.385,118.551,76.1518,69.6129,93.9796,72.256,67.953,89.2339,72.957,85.6357,8.85098,10.34,11.924,6.14611,6.99899,6.1898,8.60499,16.5422,17.0148,18.7353,19.445,20.6103,20.6103,22.48602,23.84607,25.50723,27.34202
FJI,Fiji,Non-combustion,CO2,34.09201,43.20713,49.42455,50.68666,47.76867,41.47465,39.18052,43.11018,46.74582,47.57592,46.07076,51.71276,49.87405,59.15566,53.93146,51.77532,51.62903,34.64352,27.29067,34.83108,44.10698,44.17894,46.92617,44.68279,51.84716,51.21573,47.87145,54.12229,51.1816,53.04596,52.25707,52.50081,53.32233,55.24906,54.77516,74.88752,77.05076,82.49349,83.77616,60.78377,83.5419,82.54933,72.88732,86.6827,81.13966,73.06538,79.66321
FIN,Finland,Power Industry,CO2,8442.78,8161.29,8375.68,9574.49,9606.11,10166.5,15529.1,14652.7,18689.9,17294.1,19592.1,11314.3,10499.6,10248.9,11786.7,16681.8,15821.3,17616.9,17319.9,16115.7,18155.8,19732.4,17393,20484.5,26557.8,25025.3,32227.7,29873.6,24020.7,24259.7,24240.4,29849.7,32405.7,40775.2,36642.8,24954.7,36702.7,34185.5,27329.5,27814.8,33639,27080.6,27080.6,27402.66,25126.04,23209.64,24055.78
FIN,Finland,Other industrial combustion,CO2,13923.5,13776.3,16887.5,18619.4,17550.3,15229.7,15838.6,15277.4,15326.8,15675.1,15503.1,15833.6,15888.9,15140,15401.5,14029.1,14068.5,14715.3,14004.2,15390,15048.7,14620.9,14202.5,13733.1,15098.4,13388.5,13345.8,13412.2,14959.9,14346.5,14144.3,13855.6,13692.7,13304.6,13394.4,12882.1,13078.7,12999.8,12383.9,10385.1,11671.8,11837.3,11099.4,11231.4,10298.3,9512.829,9859.629
FIN,Finland,Transport,CO2,6105.261,6321.548,6684.547,7210.325,7028.023,7546.714,7622.589,7676.257,7781.357,8384.557,8331.509,8437.606,8636.245,8833.211,9091.117,9500.629,10086.33,10802.15,10946.91,11558.54,11716.27,11400.17,11352.72,11122.07,11564.53,11358.19,11086.23,11695.15,11855.15,12184.06,11866.49,11983.63,12192.54,12389.85,12686.43,12764.84,12949.45,13297.63,12683.13,12126.46,12637.54,12424.95,11984.95,12127.48,11119.93,10271.8,10646.27
FIN,Finland,Buildings,CO2,11707.2,11595.3,11662.3,12519.9,10024.1,11245,11410.9,12421.4,12839,12765.6,11438.2,9960.66,9060.36,8382.38,7679.8,8072.51,8473.12,9052.52,9200.77,8436.86,8643.8,8578.66,8630.12,7549.6,7663.15,7757.11,7684.74,7310.28,7482.77,6720.4,6446.57,6652.67,6614.5,6764.38,6362.56,5950.27,5680.21,5335.87,5170.8,5420.93,5756.23,4742.59,4742.59,4798.992,4400.291,4064.675,4212.857
FIN,Finland,Non-combustion,CO2,3609.343,3195.565,3351.777,3640.646,3740.714,3249.446,3026.953,2918.609,2841.376,3119.288,2865.807,2815.652,2563.378,2424.829,2393.682,2512.724,2423.052,3307.112,2607.411,2594.77,2660.813,2507.285,2450.79,2432.92,2736.372,3145.43,2618.317,2636.195,2634.262,2720.2,2731.851,2697.395,2497.482,2427.728,2764.896,2755.149,2784.932,2836.692,2795.802,2206.927,2605.395,2473.665,2236.728,2197.927,2261.079,2336.353,2409.424
FRA_MCO,France and Monaco,Transport,CO2,55699.54,60485.19,65882.57,71657.53,71126.23,73399.98,80104.18,80855.68,86417.8,86792.94,88391.92,89932.97,90567.29,91384.97,92985.31,92775.27,97115.39,100379.1,106497.7,109179.5,113224.8,116843.3,119352.1,120481.1,121373.9,122316.4,122121.5,124636.6,129116.7,129512.4,132475.6,134254.6,134178.7,132879.8,133123.9,131555.1,131200.8,130498.2,124523.5,123066.8,123364,122885.8,123597.8,125751,113276.2,114954,117369.9
FRA_MCO,France and Monaco,Buildings,CO2,105676,118253,134054,150091,131670,123615,125603,123577,136883,128978,119500,115036,106533,107153,107599,107747,111300,106273,98148.7,98250.6,96731.8,106584,104292,101477,95762.4,95674.9,104754,99250.9,104823,106285,99484.8,104713,98553.8,103488,107857,112010,106647,98718.7,105829,103385,102480,85683.1,85683.1,87175.75,78527.72,79690.81,81365.67
FRA_MCO,France and Monaco,Other industrial combustion,CO2,176904,158613,152220,149376,153480,136110,140795,139078,136656,141754,135473,114902,100726,99218.5,97206.5,97821.8,91346.9,91125.5,89579.4,89655.2,88291.5,89587,89215,86193,85133.4,87534.3,91249.9,89647,91154.4,89390,85906.7,90197.5,87334.3,88759.2,84628.9,76166.2,77963.2,77144.7,76578.9,65244.2,67836,66214.2,64829.2,65958.56,59415.33,60295.34,61562.56
FRA_MCO,France and Monaco,Power Industry,CO2,76163.9,86082.8,86687.6,103326,100357,90064.7,116675,105430,107925,117013,111826,87266.4,91755,76151.3,63685,53432.3,41841.2,37332.3,39306.4,52155.8,47121.2,57363,46554.6,32881.1,33543.6,38238.8,41519.7,37618.8,52211.5,46410.6,48849.3,42964.9,47141,49733.6,49121.8,58168.2,53241.1,54846.2,53202.7,48998.4,54555.8,45061,46201.6,47006.46,42343.31,42970.47,43873.58
FRA_MCO,France and Monaco,Non-combustion,CO2,45031.01,47960.07,49855.46,50419.39,50959.12,45507.97,47441.42,44526.83,42427.62,43206.38,42911.58,40936.31,36598.07,33856.39,34798.94,33432.67,31308.5,30917.63,32466.51,31662.99,31330.36,29730.96,29323.27,28237.42,27702.94,28321.65,27051.93,27204.99,27575.72,27048.62,26934.67,27763.11,28202.33,26557.74,26670.38,26845.81,25776.64,27050.44,25735.81,26554.02,29225.08,28181.12,26153.41,26729.7,27140.94,26780.84,27361.61
GUF,French Guiana,Power Industry,CO2,151.231,151.231,147.02,166.707,139.099,179.863,186.867,192.256,226.924,189.842,185.675,154.062,186.993,192.508,179.017,179.698,204.992,214.064,279.331,256.807,309.923,413.769,354.934,350.43,343.037,461.754,468.348,427.51,411.196,357.832,451.389,501.536,519.281,554.644,544.83,544.724,549.038,573.54,586.455,587.415,596.091,687.257,687.257,756.0209,767.4816,798.3392,810.437
